mouseid_session_phase_cue_date,Condition,#rewards,#entrances,RERatio,PTimeCenter,PTimeAnnulus,MeanSpeed,SESpeed,MeanTargSpeed,SETargSpeed,Speed2TargetR,SESpeed2TargetR,MeanX,SEX,MeanY,SEY,MeanScatX,SEScatX,MeanScatY,SEScatY,MeanAccScatX,SESAcccatX,MeanAccScatY,SESAcccatY,MeanPauseX,SEPauseX,MeanPauseY,SEPauseY,MeanScatPauseX,SEScatPauseX,MeanScatPauseY,SEScatPauseY,MeanAccPauseX,SESAccPauseX,MeanSAccPauseY,SESAccPauseY,MeanPauseAngle,SEPauseAngle,%TimeQuadNE,%TimeQuadNW,%TimeQuadSW,%TimeQuadSE,%TimeT1,%TimeT2,%TimeT3,%TimeT4,%GoalTime,%TimeG1NE,%TimeG2NW,%TimeG3SW,%TimeG4SE,FractalDimension
m48s12p12u_110724,,22,69,0.32,0.0097059,0.70455,11.7691,0.0392,18.0136,1.0923,18.2163,0.53102,77.8354,1.5047,79.5863,1.4133,5.159,0.99829,5.159,0.99829,22,22,22,22,195.3795,1.0701,79.0349,1.3344,22,22,22,22,22,22,22,22,145.0034,0.99888,0.22768,0.28375,0.2344,0.25417,0.32165,0.094845,0.27629,0.32165,0.040083,0.013836,0.037286,0.0083167,0.011614,#N/A
m48s13p13c_111224,,37,97,0.38,0.014484,0.60792,12.6331,0.042012,13.3883,0.50307,19.56,0.56252,75.2442,0.94539,177.2629,1.0615,4.8674,0.48544,4.8674,0.48544,37,37,37,37,197.2538,0.72398,71.8148,0.72098,37,37,37,37,37,37,37,37,141.7388,0.4235,0.24532,0.23728,0.30283,0.21457,0.1635,0.40657,0.19051,0.24453,0.067622,0.013725,0.024634,0.022782,0.011595,#N/A
m48s13p13u_111224,,19,61,0.31,0.017428,0.64347,10.8079,0.042748,18.8753,1.1815,22.949,1.0162,78.4657,1.5635,178.158,1.93,4.9895,1.0303,4.9895,1.0303,19,19,19,19,185.413,0.76241,67.082,0.66978,19,19,19,19,19,19,19,19,132.1419,0.56813,0.26427,0.22386,0.27052,0.24135,0.32044,0.26796,0.21547,0.21547,0.04032,0.021521,0.013557,0.02417,0.01741,#N/A
m48s14p14c_111424,,37,104,0.36,0.021059,0.57957,13.2976,0.040876,12.0042,0.54036,21.5125,0.47208,176.7163,1.0501,178.2819,1.1849,5.2385,0.58354,5.2385,0.58354,37,37,37,37,194.9304,0.771,71.1938,0.8191,37,37,37,37,37,37,37,37,139.7474,0.47576,0.27707,0.25392,0.18794,0.28107,0.27153,0.24453,0.32555,0.1635,0.071661,0.01617,0.01943,0.011317,0.03734,#N/A
m48s14p14u_111424,,22,62,0.35,0.026134,0.57505,12.5778,0.04093,14.7408,0.85994,19.0002,0.51543,176.4854,1.5685,176.3163,1.7527,5.9625,0.87589,5.9625,0.87589,22,22,22,22,193.1974,0.78511,70.2303,0.89965,22,22,22,22,22,22,22,22,139.7855,0.59174,0.26146,0.27111,0.20299,0.26443,0.23093,0.36701,0.32165,0.094845,0.038117,0.020299,0.018003,0.024596,0.032875,#N/A
m48s1p1c_100124,,35,36,0.97,0.20989,0.82143,4.8871,0.022758,12.0146,0.76789,9.3034,0.31105,187.0615,8.3823,92.7558,7.1102,46.5559,2.5524,46.5559,2.5524,35,35,35,35,189.2118,0.83907,62.7489,0.85796,35,35,35,35,35,35,35,35,132.9001,0.51084,0.19632,0.23108,0.30954,0.26305,0.0016313,0.23002,0.23002,0.54405,0.22166,0.24333,0.27619,0.3808,0.3159,#N/A
m48s2p2c_100324,,32,37,0.86,0.056343,0.7282,6.2953,0.026471,12.1765,0.82352,13.1391,0.60899,186.8139,4.276,67.3165,3.9685,21.0119,2.0105,21.0119,2.0105,32,32,32,32,200.9929,0.67105,77.9898,1.2032,32,32,32,32,32,32,32,32,150.4081,0.59141,0.28968,0.27338,0.24073,0.19622,0.47024,0.28293,0.09561,0.15805,0.044656,0.041637,0.061992,0.065048,0.051564,#N/A
m48s3p3c_100724,,39,47,0.83,0.015113,0.76094,10.0156,0.038296,12.7589,1.043,15.3142,0.40253,187.4439,2.1143,69.6248,1.6453,10.5143,1.2493,10.5143,1.2493,39,39,39,39,189.6987,0.7879,61.0937,0.82936,39,39,39,39,39,39,39,39,132.442,0.56033,0.22388,0.3233,0.27101,0.18182,0.53942,0.20631,0.026938,0.23193,0.034782,0.025429,0.044672,0.029022,0.015094,#N/A
m48s4p4c_100924,,24,41,0.59,0.019134,0.73967,10.5284,0.036405,14.4824,1.3179,20.1273,0.67784,185.0275,2.7162,74.8018,2.1645,11.0677,1.4324,11.0677,1.4324,24,24,24,24,178.5461,0.84483,56.4861,1.2596,24,24,24,24,24,24,24,24,128.4666,0.8971,0.197,0.25742,0.32242,0.22316,0.46101,0.16984,0.12825,0.25303,0.017078,0.015522,0.019059,0.021967,0.016226,#N/A
m48s5p5c_101024,,20,49,0.41,0.030852,0.59499,12.2906,0.037981,13.3214,0.8958,20.3689,0.42488,179.4522,2.3127,78.9513,3.1549,7.8132,1.4613,7.8132,1.4613,20,20,20,20,201.9826,1.5882,98.8997,1.1869,20,20,20,20,20,20,20,20,159.6641,0.74286,0.30219,0.2578,0.17928,0.26073,0.30424,0.25436,0.15461,0.30424,0.021926,0.019815,0.022871,0.031408,0.035593,#N/A
m48s6p6c_101124,,27,71,0.38,0.026556,0.72822,12.1474,0.038319,12.8806,0.60306,20.3193,0.69562,176.7683,2.1161,84.5695,1.8414,9.1145,1.1325,9.1145,1.1325,27,27,27,27,187.4837,0.783,62.6524,0.83257,27,27,27,27,27,27,27,27,132.542,0.55879,0.2943,0.27307,0.25417,0.17846,0.22466,0.039726,0.3726,0.3726,0.042259,0.043759,0.010241,0.018333,0.014741,#N/A
m48s7p7c_101424,,25,91,0.27,0.0057975,0.69334,13.3226,0.041417,9.1482,0.49612,25.1334,0.58076,175.7394,1.8372,76.7497,1.6552,7.6789,0.95827,7.6789,0.95827,25,25,25,25,189.7227,0.66164,65.5458,0.79596,25,25,25,25,25,25,25,25,135.7745,0.42544,0.33553,0.2199,0.1945,0.25007,0.28275,0.36262,0.20288,0.16294,0.052622,0.04249,0.0065384,0.010039,0.0048528,#N/A
m48s7p7u_101424,,31,93,0.33,0.0092051,0.61905,12.08,0.043287,12.7905,0.61697,24.7248,0.5056,177.7755,1.4486,76.1067,1.4944,6.6808,0.78145,6.6808,0.78145,31,31,31,31,175.4691,0.5654,61.1282,0.53102,31,31,31,31,31,31,31,31,124.7306,0.3826,0.31597,0.244,0.26143,0.1786,0.32432,0.38877,0.13098,0.1632,0.070436,0.061528,0.0082605,0.012502,0.01415,#N/A
m48s8p8c_101824,,24,88,0.27,0.014725,0.57975,12.0588,0.036823,9.9092,0.50099,17.2662,0.52083,77.7335,1.799,75.8592,1.3963,7.5727,0.86197,7.5727,0.86197,24,24,24,24,191.4084,0.67383,84.1278,0.78994,24,24,24,24,24,24,24,24,147.0222,0.44025,0.23257,0.33133,0.22371,0.2124,0.33622,0.25303,0.16984,0.25303,0.058845,0.026728,0.05314,0.0098539,0.013484,#N/A
m48s8p8u_101824,,27,74,0.36,0.007224,0.59942,10.5834,0.039043,15.078,0.97499,18.5678,0.65153,78.8918,1.3363,77.875,1.7022,5.8466,0.68617,5.8466,0.68617,27,27,27,27,189.7429,1.1744,48.3317,0.68962,27,27,27,27,27,27,27,27,127.4082,0.69887,0.22079,0.31122,0.24428,0.2237,0.15068,0.22466,0.15068,0.48356,0.054365,0.021653,0.050031,0.011577,0.0067979,#N/A
m48s9p9c_102324,,36,89,0.4,0.0096314,0.61282,11.0433,0.037406,11.83,0.54829,16.151,0.47738,78.4016,1.3243,178.6874,1.3048,6.64,0.70283,6.64,0.70283,36,36,36,36,168.2179,0.93553,67.83,1.1713,36,36,36,36,36,36,36,36,126.6219,1.0286,0.20387,0.32239,0.28224,0.1915,0.27911,0.22359,0.11257,0.39013,0.061937,0.012428,0.017985,0.018855,0.0064271,#N/A
m48s9p9u_102324,,23,58,0.4,0.0086681,0.56109,9.4509,0.037686,13.0231,0.86425,17.8748,0.63916,77.9801,1.3449,173.8,0.94203,5.4192,0.68831,5.4192,0.68831,23,23,23,23,175.4004,0.95707,56.3102,0.62855,23,23,23,23,23,23,23,23,122.8247,0.69762,0.20841,0.34174,0.26106,0.18879,0.48113,0.43774,0.04717,0.04717,0.039507,0.012854,0.039914,0.029875,0.0076124,#N/A
m49s10p8c_102824,,29,121,0.24,0.011966,0.58096,10.9475,0.036387,10.5018,0.39616,19.7949,0.5194,73.7698,1.6,77.7024,1.3683,7.3771,0.78515,7.3771,0.78515,29,29,29,29,209.8935,0.49128,67.9147,0.63107,29,29,29,29,29,29,29,29,144.8775,0.31859,0.18462,0.34804,0.25313,0.21421,0.14014,0.31235,0.31235,0.24347,0.065218,0.0088909,0.047862,0.011151,0.006946,#N/A
m49s10p8u_102824,,28,72,0.39,0.0070196,0.64997,8.8975,0.038515,11.8239,0.72181,23.3269,0.69539,75.0662,1.5208,74.1078,1.1651,6.425,0.88544,6.425,0.88544,28,28,28,28,184.4105,0.54661,55.8787,0.53226,28,28,28,28,28,28,28,28,128.3713,0.39024,0.21548,0.32475,0.25895,0.20083,0.18089,0.53758,0.14522,0.14522,0.052119,0.017595,0.046099,0.013465,0.00263,#N/A
m49s11p10c_110124,,37,94,0.39,0.016782,0.56925,7.8792,0.036437,8.604,0.37132,18.6078,0.61345,176.633,1.1386,180.3905,1.6448,5.5627,0.661,5.5627,0.661,37,37,37,37,189.4189,0.77972,73.9811,0.56124,37,37,37,37,37,37,37,37,135.8518,0.53217,0.23688,0.19311,0.24229,0.32772,0.1365,0.24453,0.32555,0.29854,0.064129,0.019246,0.010262,0.012114,0.033324,#N/A
m49s11p10u_110124,,19,42,0.45,0.014724,0.61163,7.9055,0.036869,13.608,1.4154,18.3225,1.3526,177.3297,1.5797,183.0188,1.7893,5.4784,0.90997,5.4784,0.90997,19,19,19,19,190.2901,0.58365,72.0901,0.62011,19,19,19,19,19,19,19,19,139.9158,0.42196,0.21903,0.21829,0.2369,0.32578,0.1105,0.1105,0.53039,0.26796,0.041283,0.020373,0.0096309,0.0077603,0.0283,#N/A
m49s12p11c_110724,,25,79,0.32,0.0070013,0.6795,10.1559,0.040518,11.3942,1.1973,18.9806,0.78317,177.0037,1.5722,80.8346,1.8861,6.763,0.75226,6.763,0.75226,25,25,25,25,177.9817,2.2988,51.7139,1.0841,25,25,25,25,25,25,25,25,121.5317,1.3742,0.23288,0.29609,0.24319,0.22784,0.20288,0.28275,0.24281,0.28275,0.045675,0.031321,0.019467,0.014762,0.0071124,#N/A
m49s12p11u_110724,,10,35,0.29,0.0096866,0.72664,7.5915,0.035792,13.401,1.258,16.6348,0.71607,174.6426,2.5276,82.0116,2.5424,6.8952,1.0517,6.8952,1.0517,10,10,10,10,178.8326,0.5276,50.9233,0.56641,10,10,10,10,10,10,10,10,124.1006,0.37344,0.21411,0.36437,0.27536,0.14617,0.11881,0.21782,0.41584,0.31683,0.026726,0.025726,0.018151,0.0075937,0.0044451,#N/A
M49s13p12c_111324,,25,78,0.32,0.0096312,0.6735,9.1025,0.039241,12.234,0.80768,17.0426,0.61618,77.1245,1.7013,74.406,1.4829,7.3435,0.80469,7.3435,0.80469,25,25,25,25,195.0168,0.61594,58.5643,1.2503,25,25,25,25,25,25,25,25,136.0592,0.7785,0.1821,0.36221,0.25121,0.20448,0.32268,0.28275,0.24281,0.16294,0.040359,0.0096312,0.029079,0.010687,0.011483,#N/A
M49s13p12u_111324,,13,49,0.27,0.0079084,0.74563,7.5119,0.035979,13.3197,1.1091,22.3748,0.66617,76.2911,1.6471,78.0667,1.8548,4.8814,0.85281,4.8814,0.85281,13,13,13,13,184.0829,1.6812,50.7682,0.82017,13,13,13,13,13,13,13,13,124.3927,1.034,0.14707,0.3907,0.28693,0.1753,0.24118,0.088235,0.47059,0.24118,0.026096,0.0075751,0.020466,0.014965,0.0031856,#N/A
m49s14p13c_111524,,30,105,0.29,0.021633,0.64585,10.4979,0.03932,12.4563,0.54932,18.1207,0.36001,74.6688,1.6871,177.8888,1.3626,7.8141,0.86068,7.8141,0.86068,30,30,30,30,203.7291,0.34425,44.0782,0.37313,30,30,30,30,30,30,30,30,132.4842,0.25193,0.20039,0.26167,0.32191,0.21604,0.13541,0.43507,0.202,0.23529,0.051898,0.0061677,0.015225,0.015021,0.010854,#N/A
m49s14p13u_111524,,20,59,0.34,0.014318,0.60079,7.8068,0.033963,13.0895,1.0371,17.3577,0.68981,77.5345,1.5908,176.4244,1.9803,6.09,0.7606,6.09,0.7606,20,20,20,20,201.1261,0.53888,73.6083,0.72202,20,20,20,20,20,20,20,20,145.1045,0.4072,0.25124,0.33507,0.22262,0.19108,0.30424,0.20449,0.35411,0.15461,0.033155,0.0055567,0.016689,0.022468,0.010095,#N/A
m49s15p14c_111724,,26,92,0.28,0.01365,0.57488,9.5242,0.04021,10.5655,0.65584,20.6682,0.67049,173.9699,1.3731,178.6339,1.746,5.253,0.88418,5.253,0.88418,26,26,26,26,184.0874,0.87888,83.1488,0.98994,26,26,26,26,26,26,26,26,143.7244,0.82123,0.21025,0.25582,0.22385,0.31008,0.11817,0.42541,0.3486,0.11817,0.048378,0.023578,0.011965,0.011946,0.0253,#N/A
m49s1p1c_100124,,52,57,0.91,0.35081,0.70402,7.4148,0.029649,13.5357,0.9073,9.984,0.26785,183.166,6.979,87.5282,5.6005,47.5056,2.1107,47.5056,2.1107,52,52,52,52,183.0398,0.68828,48.5812,0.85316,52,52,52,52,52,52,52,52,126.6805,0.57451,0.2045,0.23788,0.31085,0.24677,0.00073937,0.30832,0.23142,0.46211,0.22658,0.2639,0.32826,0.41335,0.35833,#N/A
m49s2p2c_100324,,26,39,0.67,0.080184,0.6509,4.5298,0.023291,10.6524,0.76473,10.7142,0.46069,189.7187,4.5161,70.7674,5.327,20.1335,2.0447,20.1335,2.0447,26,26,26,26,212.2916,0.28275,77.4406,1.3516,26,26,26,26,26,26,26,26,152.3333,0.68873,0.20945,0.33528,0.17024,0.28503,0.42541,0.19498,0.23338,0.15657,0.039935,0.027413,0.12999,0.097818,0.07685,#N/A
m49s3p3c_100724,,27,32,0.84,0.038341,0.58666,6.6876,0.030479,6.7146,0.53017,13.9404,0.32447,177.1453,3.2556,71.406,2.9168,15.496,1.1676,15.496,1.1676,27,27,27,27,187.0046,0.63503,60.8877,0.79501,27,27,27,27,27,27,27,27,132.5455,0.53074,0.26596,0.27693,0.23423,0.22288,0.33562,0.40959,0.15068,0.1137,0.035618,0.023912,0.047473,0.04099,0.026265,#N/A
m49s4p4c_100924,,19,30,0.63,0.0065203,0.83342,8.0225,0.029922,5.7936,0.67684,16.9002,0.70362,180.8724,3.6531,75.557,3.4882,14.3723,1.3673,14.3723,1.3673,19,19,19,19,190.1921,0.77883,48.7475,0.3778,19,19,19,19,19,19,19,19,127.6566,0.45513,0.27535,0.28478,0.22378,0.21608,0.32044,0.21547,0.26796,0.21547,0.013596,0.01167,0.0095212,0.007428,0.005483,#N/A
m49s5p5c_101024,,23,49,0.47,0.015444,0.66178,10.575,0.033407,9.2644,0.6213,17.2174,0.2896,175.5098,2.4826,75.9968,3.2165,9.8068,1.3386,9.8068,1.3386,23,23,23,23,183.5692,1.1375,77.4065,1.0675,23,23,23,23,23,23,23,23,137.0021,0.96943,0.27522,0.26431,0.2482,0.21227,0.26415,0.30755,0.35094,0.090566,0.027833,0.032185,0.02387,0.01787,0.019703,#N/A
m49s6p6c_101124,,16,44,0.36,0.023832,0.67529,7.3791,0.03304,11.6689,0.87989,15.191,0.7233,179.1113,3.2595,78.7736,3.2102,11.0308,1.585,11.0308,1.585,16,16,16,16,178.1715,0.94194,51.05,0.62838,16,16,16,16,16,16,16,16,122.7153,0.63017,0.27408,0.35749,0.20003,0.1684,0.25681,0.25681,0.1323,0.38132,0.02337,0.021407,0.049943,0.024036,0.013666,#N/A
m49s7p7c_101424,,11,65,0.17,0.014077,0.6266,10.117,0.040408,10.6101,0.75736,21.2095,1.287,176.8018,2.666,78.0309,2.3796,7.4525,1.2464,7.4525,1.2464,11,11,11,11,204.57,0.70468,73.6012,1.2203,11,11,11,11,11,11,11,11,146.9433,0.64829,0.26758,0.31076,0.24669,0.17497,0.37705,0.10656,0.28689,0.28689,0.03888,0.035323,0.0075759,0.0051679,0.010058,#N/A
m49s8p7c_101824,,12,83,0.14,0.01767,0.56612,11.14,0.038325,12.2059,0.69123,26.5439,0.97253,179.8627,2.0057,76.3216,2.3625,5.7503,1.0083,5.7503,1.0083,12,12,12,12,177.6274,1.0303,62.5764,0.54335,12,12,12,12,12,12,12,12,125.0985,0.54645,0.3055,0.25003,0.21474,0.22973,0.42759,0.096552,0.17931,0.34483,0.052843,0.048231,0.012317,0.0076125,0.0097425,#N/A
m49s8p7u_101824,,16,77,0.21,0.026247,0.62197,10.4273,0.04109,15.2262,0.77046,21.0549,0.61334,175.4398,2.1114,83.2169,1.7543,6.7685,1.1849,6.7685,1.1849,16,16,16,16,166.0136,1.1452,73.2095,1.0334,16,16,16,16,16,16,16,16,122.1959,0.97264,0.30177,0.29595,0.23792,0.16435,0.070039,0.19455,0.50584,0.25681,0.047325,0.034971,0.0089094,0.004112,0.0067793,#N/A
m49s9p9c_102424,,22,130,0.17,0.013726,0.57536,12.496,0.039197,10.7121,0.45201,23.6942,0.4431,73.397,2.0703,181.0118,1.7409,7.811,1.1752,7.811,1.1752,22,22,22,22,187.5474,0.92193,64.9115,1.0615,22,22,22,22,22,22,22,22,135.5207,0.8139,0.24232,0.25715,0.28342,0.21711,0.094845,0.27629,0.41237,0.23093,0.061626,0.015985,0.0097616,0.018597,0.011114,#N/A
m49s9p9u_102424,,24,67,0.36,0.015985,0.56369,9.1746,0.036271,13.0839,0.88407,17.2065,0.40847,78.3511,1.6364,176.5305,1.6251,6.3168,0.97111,6.3168,0.97111,24,24,24,24,200.5136,0.79878,59.7154,0.65801,24,24,24,24,24,24,24,24,136.0106,0.47949,0.26393,0.25371,0.29752,0.18484,0.29463,0.16984,0.12825,0.41941,0.044974,0.018486,0.020468,0.016022,0.010743,#N/A
m50s10p10u_103124,,20,60,0.33,0.0050378,0.66499,9.2363,0.037954,13.3804,0.81684,22.9731,0.81322,180.2461,1.5135,182.2126,2.1423,5.5401,0.82168,5.5401,0.82168,20,20,20,20,179.2162,0.91868,66.2332,0.80492,20,20,20,20,20,20,20,20,130.0668,0.67403,0.15347,0.30406,0.27169,0.27078,0.10474,0.20449,0.25436,0.45387,0.039247,0.013817,0.019355,0.012483,0.011742,#N/A
M50s11p11c_110624,,19,65,0.29,0.0073166,0.77882,8.8126,0.03752,9.7715,0.57347,18.4617,0.75074,177.0196,1.8675,80.6698,1.6405,6.0845,1.1962,6.0845,1.1962,19,19,19,19,171.1152,0.84114,63.7939,0.82157,19,19,19,19,19,19,19,19,124.5145,0.54256,0.25817,0.33682,0.23689,0.16811,0.21547,0.21547,0.26796,0.32044,0.041065,0.03675,0.0064275,0.0016485,0.001593,#N/A
M50s11p11u_110624,,14,57,0.25,0.01456,0.64945,7.9369,0.036785,15.0682,1.2417,20.5163,1.1124,174.501,2.1229,78.2096,2.7438,5.6889,1.4202,5.6889,1.4202,14,14,14,14,182.4561,0.63688,73.8434,0.67092,14,14,14,14,14,14,14,14,135.6373,0.52724,0.21245,0.35455,0.18046,0.25254,0.22335,0.22335,0.36548,0.22335,0.033084,0.038493,0.022747,0.0035196,0.0037048,#N/A
m50s12p12c_111224,,20,112,0.18,0.0083164,0.67433,12.2127,0.048058,16.1991,0.81682,21.8552,0.89328,75.985,1.6108,77.0218,1.6603,5.8809,0.88005,5.8809,0.88005,20,20,20,20,183.7719,0.63483,62.7555,0.82737,20,20,20,20,20,20,20,20,131.805,0.56804,0.25262,0.30526,0.21421,0.22791,0.30424,0.20449,0.25436,0.25436,0.065975,0.016744,0.053454,0.015336,0.00802,#N/A
m50s12p12u_111224,,7,51,0.14,0.014725,0.77625,11.727,0.051165,28.1343,2.0815,17.8788,1.388,73.9939,2.9616,78.0883,3.3449,5.299,2.0226,5.299,2.0226,7,7,7,7,194.5558,0.74773,68.3532,0.88218,7,7,7,7,7,7,7,7,138.4293,0.63202,0.28735,0.22838,0.20789,0.27638,0.04,0.32,0.6,0.18,0.017522,0.01215,0.015095,0.0047787,0.005501,#N/A
m50s13p13c_111424,,41,72,0.57,0.008409,0.68939,9.9692,0.041315,9.79,0.63026,19.1218,0.59016,74.0246,1.3577,175.7176,1.2235,7.1901,0.74215,7.1901,0.74215,41,41,41,41,203.118,0.58231,65.7583,0.74642,41,41,41,41,41,41,41,41,141.0438,0.48224,0.23064,0.26542,0.26505,0.2389,0.36683,0.36683,0.24495,0.025565,0.084127,0.012039,0.018429,0.02782,0.0043897,#N/A
m50s13p13u_111424,,14,41,0.34,0.013169,0.66585,9.8379,0.041505,17.1074,1.8367,22.7677,1.1296,80.7984,2.2082,177.7422,2.6026,6.5844,1.2414,6.5844,1.2414,14,14,14,14,188.1465,0.89243,62.9111,1.043,14,14,14,14,14,14,14,14,135.505,0.71019,0.25695,0.20557,0.20668,0.3308,0.29442,0.15228,0.22335,0.36548,0.021189,0.0087792,0.0093719,0.018448,0.036673,#N/A
m50s14p14c_111724,,31,97,0.32,0.0043712,0.70267,10.9878,0.046933,14.0606,0.80438,22.8381,0.7009,177.6273,1.5998,180.7507,1.2261,7.3154,0.88064,7.3154,0.88064,31,31,31,31,178.6544,1.0634,63.8363,0.7572,31,31,31,31,31,31,31,31,126.4544,0.72134,0.20554,0.29654,0.21634,0.28159,0.19543,0.19543,0.25988,0.35655,0.068402,0.0093721,0.0085942,0.0068531,0.021911,#N/A
m50s14p14u_111724,,18,56,0.32,0.0050752,0.69873,9.718,0.040756,16.4747,1.0542,21.7867,0.7457,174.544,1.479,172.9086,1.7655,4.4965,0.99911,4.4965,0.99911,18,18,18,18,169.4153,0.89878,74.195,0.83764,18,18,18,18,18,18,18,18,128.9785,0.52308,0.20275,0.34687,0.21751,0.23287,0.11692,0.61538,0.17231,0.11692,0.035341,0.017133,0.010262,0.013633,0.017578,#N/A
m50s1p1c_100124,,55,56,0.98,0.33971,0.70061,6.7378,0.029329,16.8911,0.94705,9.9658,0.27426,165.1074,5.695,74.8927,5.2242,35.2029,3.0797,35.2029,3.0797,55,55,55,55,194.2111,0.70367,61.8672,0.59856,55,55,55,55,55,55,55,55,134.926,0.39594,0.25151,0.28815,0.23236,0.22799,0.00066094,0.43688,0.29147,0.2733,0.29728,0.35445,0.38959,0.33941,0.33043,#N/A
m50s2p2c_100324,,40,41,0.98,0.064826,0.66883,5.5132,0.027315,13.475,0.65095,10.4853,0.44811,186.2336,3.2478,71.5638,3.9861,16.7323,1.8356,16.7323,1.8356,40,40,40,40,198.0843,0.82505,75.8778,1.3504,40,40,40,40,40,40,40,40,146.5096,0.79903,0.17916,0.24008,0.26819,0.31257,0.37601,0.25109,0.10119,0.27608,0.067863,0.062807,0.087366,0.097553,0.057917,#N/A
m50s3p3c_100724,,29,34,0.85,0.025671,0.68689,7.5656,0.031941,13.7987,1.1424,17.1746,0.56902,178.6396,2.5129,74.0695,2.2274,11.8127,1.1539,11.8127,1.1539,29,29,29,29,203.7957,0.85204,70.8011,1.489,29,29,29,29,29,29,29,29,144.5235,0.96539,0.16721,0.25575,0.37315,0.20389,0.31235,0.31235,0.24347,0.14014,0.029005,0.025245,0.027505,0.029635,0.022263,#N/A
m50s4p4c_100924,,27,37,0.73,0.022189,0.61527,7.5949,0.031724,12.5299,0.76376,15.1006,0.65971,183.1143,2.0024,75.9135,2.102,9.0205,0.93797,9.0205,0.93797,27,27,27,27,178.7692,1.1273,69.3721,1.0043,27,27,27,27,27,27,27,27,131.6813,0.94623,0.19192,0.26651,0.329,0.21257,0.33562,0.18767,0.1137,0.3726,0.027468,0.022763,0.027079,0.025523,0.014317,#N/A
m50s5p5c_101024,,23,40,0.57,0.02724,0.60606,10.0714,0.038762,16.9435,1.3796,19.3686,0.61892,178.1678,2.0522,77.5498,2.0039,7.6352,1.2496,7.6352,1.2496,23,23,23,23,161.1294,1.4622,107.7401,1.3735,23,23,23,23,23,23,23,23,156.0153,1.0972,0.17181,0.26348,0.3464,0.21831,0.13396,0.30755,0.22075,0.35094,0.0235,0.022463,0.016815,0.036888,0.020333,#N/A
m50s6p6c_101124,,21,51,0.41,0.021185,0.63328,11.2546,0.040012,18.3541,1.0746,16.8684,0.75582,173.7747,2.6296,78.5913,2.1132,10.377,1.2372,10.377,1.2372,21,21,21,21,161.4217,0.84236,59.3303,0.75376,21,21,21,21,21,21,21,21,116.4082,0.62572,0.23394,0.31377,0.27553,0.17676,0.24208,0.24208,0.24208,0.28959,0.03974,0.036981,0.037388,0.018166,0.013481,#N/A
m50s7p7c_101424,,26,98,0.27,0.022375,0.50211,11.4656,0.041804,13.4269,0.69088,22.2204,0.71002,178.335,2.0976,78.812,1.7126,9.071,1.0529,9.071,1.0529,26,26,26,26,172.477,0.44494,83.3783,0.87099,26,26,26,26,26,26,26,26,138.0003,0.61409,0.30225,0.24952,0.24548,0.20275,0.23338,0.27179,0.27179,0.23338,0.07059,0.063922,0.017726,0.01354,0.01717,#N/A
m50s7p7u_101424,,18,71,0.25,0.015799,0.58039,10.7633,0.043776,20.7695,1.2173,27.1792,1.148,179.1882,2.133,75.6238,1.9754,7.2352,1.2126,7.2352,1.2126,18,18,18,18,192.6033,0.46377,65.4665,0.61717,18,18,18,18,18,18,18,18,137.6328,0.38016,0.29437,0.25344,0.24992,0.20228,0.44923,0.22769,0.061538,0.28308,0.049491,0.044786,0.010595,0.013317,0.0090758,#N/A
m50s8p8c_102024,,21,111,0.19,0.01493,0.67259,13.423,0.044295,16.6523,0.71653,24.9525,0.82365,77.2369,2.177,76.1125,1.814,8.6652,0.99248,8.6652,0.99248,21,21,21,21,186.9423,1.8004,73.1316,0.89817,21,21,21,21,21,21,21,21,128.7909,1.1265,0.17977,0.40554,0.24669,0.168,0.14706,0.38462,0.099548,0.38462,0.066961,0.012633,0.054809,0.0074092,0.0049456,#N/A
m50s9p9c_102424,,29,120,0.24,0.0041491,0.65727,10.9314,0.040692,13.9678,0.59605,18.1694,0.56036,77.6862,1.486,178.1309,1.4582,6.3751,0.86987,6.3751,0.86987,29,29,29,29,194.3381,1.1766,66.6558,0.85885,29,29,29,29,29,29,29,29,135.1861,0.64481,0.22494,0.29237,0.27373,0.20896,0.31235,0.20903,0.31235,0.17458,0.091948,0.0077241,0.016763,0.025136,0.005668,#N/A
m50s9p9u_102424,,20,99,0.2,0.012761,0.64151,10.4907,0.040621,14.209,0.89266,14.6662,0.65808,76.362,1.2402,179.4861,1.8976,4.4775,0.69495,4.4775,0.69495,20,20,20,20,212.4778,1.1936,77.2347,2.1022,20,20,20,20,20,20,20,20,149.8237,1.1572,0.20546,0.23032,0.29836,0.26586,0.30424,0.15461,0.45387,0.10474,0.054379,0.0043341,0.010576,0.017836,0.0052601,#N/A
m51s10p10c_102424,,23,92,0.25,0.015115,0.64029,10.3473,0.039845,12.9463,0.5213,22.297,0.84256,178.3972,1.5849,176.4074,1.5394,5.7028,1.0167,5.7028,1.0167,23,23,23,23,192.5279,0.94567,50.6803,0.66923,23,23,23,23,23,23,23,23,129.0477,0.3922,0.19881,0.30481,0.23029,0.26609,0.48113,0.22075,0.17736,0.13396,0.058257,0.014782,0.015023,0.0083727,0.02258,#N/A
